json_path,observed_types,occurrences,null_occurrences,sample_values
$.liveData.plays.allPlays[*].playEvents[*].details.type.code,string,282,0,"[""FF"", ""CH"", ""CU"", ""FC"", ""SI""]"
$.liveData.plays.allPlays[*].playEvents[*].details.type.description,string,282,0,"[""Four-Seam Fastball"", ""Changeup"", ""Curveball"", ""Cutter"", ""Sinker""]"
$.liveData.plays.allPlays[*].playEvents[*].endTime,string,301,0,"[""2019-04-02T01:56:49.542Z"", ""2019-04-02T02:10:43.067Z"", ""2019-04-02T02:11:50.415Z"", ""2019-04-02T02:11:57.956Z"", ""2019-04-02T02:12:20.111Z""]"
$.liveData.plays.allPlays[*].playEvents[*].hitData,object,60,0,[]
$.liveData.plays.allPlays[*].playEvents[*].hitData.coordinates,object,60,0,[]
$.liveData.plays.allPlays[*].playEvents[*].hitData.coordinates.coordX,number,60,0,"[36.2, 211.45, 34.59, 79.14, 176.95]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.coordinates.coordY,number,60,0,"[65.44, 134.02, 103.74, 66.17, 94.92]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.hardness,string,60,0,"[""medium"", ""hard"", ""soft""]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.launchAngle,number,56,0,"[33.0, 41.0, 5.0, 16.0, 10.0]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.launchSpeed,number,56,0,"[99.8, 85.8, 101.8, 104.9, 104.3]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.location,string,59,0,"[""7"", ""9"", ""8"", ""4"", ""5""]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.totalDistance,number,56,0,"[378.0, 275.0, 109.0, 334.0, 276.0]"
$.liveData.plays.allPlays[*].playEvents[*].hitData.trajectory,string,60,0,"[""fly_ball"", ""ground_ball"", ""line_drive"", ""popup""]"
$.liveData.plays.allPlays[*].playEvents[*].index,integer,301,0,"[0, 1, 2, 3, 4]"
$.liveData.plays.allPlays[*].playEvents[*].isBaseRunningPlay,boolean,2,0,[true]
$.liveData.plays.allPlays[*].playEvents[*].isPitch,boolean,301,0,"[false, true]"
$.liveData.plays.allPlays[*].playEvents[*].isSubstitution,boolean,8,0,[true]
$.liveData.plays.allPlays[*].playEvents[*].pitchData,object,282,0,[]
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks,object,282,0,[]
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakAngle,number,282,0,"[42.0, 44.4, 43.2, 38.4, 37.2]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakHorizontal,number,282,0,"[-16.0, -14.0, -15.1, -14.3, -13.4]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakLength,number,282,0,"[4.8, 8.4, 6.0, 10.8, 7.2]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakVertical,number,282,0,"[-18.1, -14.4, -16.0, -18.5, -17.9]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakVerticalInduced,number,282,0,"[14.9, 18.4, 16.6, 13.7, 14.8]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.breakY,number,282,0,[24.0]
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.spinDirection,integer,282,0,"[133, 142, 137, 105, 100]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.breaks.spinRate,integer,277,0,"[2515, 2522, 2479, 2403, 2300]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates,object,282,0,[]
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.aX,number,282,0,"[17.2573967336407, 16.1278252189269, 16.8729321646426, 16.1790694560634, 15.2613552659789]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.aY,number,282,0,"[28.5188184963109, 29.424924334318, 30.01702919578, 28.7286642008439, 27.6882953572935]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.aZ,number,282,0,"[-17.4449885020838, -13.7519268394477, -15.4637510201581, -17.0555298991446, -17.097335276073]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.pX,number,282,0,"[0.633997023493155, -0.771529439256004, 0.0865595527044133, 0.0887956477504893, -0.529534226340027]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.pZ,number,282,0,"[3.43017732739748, 3.43794832546268, 3.40554204013146, 1.06383710941425, 2.78256679275966]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.pfxX,number,282,0,"[9.492877905713724, 8.908538459036256, 9.204025790650512, 8.838723845973036, 8.485528613908308]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.pfxZ,number,282,0,"[8.10210085100946, 10.17584067194574, 9.115310130600047, 8.25933850737384, 8.382865067649552]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.vX0,number,282,0,"[-7.44150474423482, -10.4163440337399, -8.54756989658297, -8.37686435986061, -9.60929884872867]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.vY0,number,282,0,"[-133.892508529409, -133.8436118912, -134.734198741307, -134.356590071323, -133.0573168201]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.vZ0,number,282,0,"[-1.58355839136862, -2.07606686033875, -2.00668842012201, -7.26311154087748, -3.06298708278733]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.x,number,282,0,"[92.83, 146.41, 113.71, 113.61, 137.19]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.x0,number,282,0,"[2.21405298638432, 2.01690075007684, 2.10853620500761, 2.09660840572971, 2.02077128215123]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.y,number,282,0,"[146.15, 145.96, 146.86, 210.05, 163.66]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.y0,number,282,0,"[50.0, 49.9999999999999, 50.0000000000001]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.coordinates.z0,number,282,0,"[5.27569215555952, 5.21066143372226, 5.25601816091642, 5.01102350951465, 5.18254066630361]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.endSpeed,number,282,0,"[84.1, 83.9, 84.3, 84.8, 83.8]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.extension,number,282,0,"[5.71834983174737, 6.02099153458927, 5.80197810662806, 6.23290538723155, 6.32763880664849]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.plateTime,number,282,0,"[0.413654156743103, 0.412097056504309, 0.411099873149794, 0.408429587171026, 0.411424433904355]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.startSpeed,number,282,0,"[92.1, 92.2, 92.8, 92.5, 91.6]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.strikeZoneBottom,number,282,0,"[1.5890000000004747, 1.589, 1.5994323819552108, 1.7163807272419618, 1.601]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.strikeZoneTop,number,282,0,"[3.7394507955561984, 3.467, 3.3367029111297377, 3.3407290875227496, 3.49]"
$.liveData.plays.allPlays[*].playEvents[*].pitchData.typeConfidence,number,282,0,[2.0]
$.liveData.plays.allPlays[*].playEvents[*].pitchData.zone,integer,282,0,"[3, 1, 2, 14, 4]"
$.liveData.plays.allPlays[*].playEvents[*].pitchNumber,integer,282,0,"[1, 2, 3, 4, 5]"
$.liveData.plays.allPlays[*].playEvents[*].playId,string,285,0,"[""b662e907-9786-495e-867a-0d4756a3de76"", ""85753f11-d524-4e4e-bdc0-52166a87f03b"", ""d884423e-0eaf-4b77-b7c1-76f2788e0b21"", ""dd48a02f-1230-4b4f-8c31-83c01cfcee5f"", ""08ad9b26-aff3-4849-ad61-7aa3428b72e7""]"
$.liveData.plays.allPlays[*].playEvents[*].player,object,16,0,[]
$.liveData.plays.allPlays[*].playEvents[*].player.id,integer,16,0,"[430945, 606466, 621381, 518876, 614173]"
$.liveData.plays.allPlays[*].playEvents[*].player.link,string,16,0,"[""/api/v1/people/430945"", ""/api/v1/people/606466"", ""/api/v1/people/621381"", ""/api/v1/people/518876"", ""/api/v1/people/614173""]"
$.liveData.plays.allPlays[*].playEvents[*].position,object,8,0,[]
$.liveData.plays.allPlays[*].playEvents[*].position.abbreviation,string,8,0,"[""CF"", ""P"", ""PH"", ""2B""]"
$.liveData.plays.allPlays[*].playEvents[*].position.code,string,8,0,"[""8"", ""1"", ""11"", ""4""]"
$.liveData.plays.allPlays[*].playEvents[*].position.name,string,8,0,"[""Outfielder"", ""Pitcher"", ""Pinch Hitter"", ""Second Base""]"
$.liveData.plays.allPlays[*].playEvents[*].position.type,string,8,0,"[""Outfielder"", ""Pitcher"", ""Hitter"", ""Infielder""]"
$.liveData.plays.allPlays[*].playEvents[*].replacedPlayer,object,8,0,[]
$.liveData.plays.allPlays[*].playEvents[*].replacedPlayer.id,integer,8,0,"[621381, 622534, 572362, 435079, 518876]"
$.liveData.plays.allPlays[*].playEvents[*].replacedPlayer.link,string,8,0,"[""/api/v1/people/621381"", ""/api/v1/people/622534"", ""/api/v1/people/572362"", ""/api/v1/people/435079"", ""/api/v1/people/518876""]"
$.liveData.plays.allPlays[*].playEvents[*].startTime,string,301,0,"[""2019-04-01T22:34:51.472Z"", ""2019-04-02T01:56:49.542Z"", ""2019-04-02T02:10:43.067Z"", ""2019-04-02T02:11:50.415Z"", ""2019-04-02T02:12:15.073Z""]"
$.liveData.plays.allPlays[*].playEvents[*].type,string,301,0,"[""action"", ""pitch"", ""pickoff""]"
$.liveData.plays.allPlays[*].result,object,79,0,[]
$.liveData.plays.allPlays[*].result.awayScore,integer,79,0,"[1, 2, 3, 4, 5]"
$.liveData.plays.allPlays[*].result.description,string,79,0,"[""Adam Jones homers (3) on a fly ball to left field."", ""Eduardo Escobar flies out to right fielder Franmil Reyes in foul territory."", ""Wilmer Flores doubles (2) on a sharp ground ball to left fielder Wil Myers."", ""David Peralta doubles (2) on a sharp line drive to center fielder Manuel Margot. Wilmer Flores scores."", ""Christian Walker walks.""]"
$.liveData.plays.allPlays[*].result.event,string,79,0,"[""Home Run"", ""Flyout"", ""Double"", ""Walk"", ""Double Play""]"
$.liveData.plays.allPlays[*].result.eventType,string,79,0,"[""home_run"", ""field_out"", ""double"", ""walk"", ""double_play""]"
$.liveData.plays.allPlays[*].result.homeScore,integer,79,0,"[0, 1, 3]"
$.liveData.plays.allPlays[*].result.isOut,boolean,79,0,"[false, true]"
$.liveData.plays.allPlays[*].result.rbi,integer,79,0,"[1, 0, 2]"
$.liveData.plays.allPlays[*].result.type,string,79,0,"[""atBat""]"
$.liveData.plays.allPlays[*].runnerIndex,array,79,0,[]
$.liveData.plays.allPlays[*].runnerIndex[*],integer,113,0,"[0, 1, 2, 3]"
$.liveData.plays.allPlays[*].runners,array,79,0,[]
$.liveData.plays.allPlays[*].runners[*],object,113,0,[]
$.liveData.plays.allPlays[*].runners[*].credits,array,113,0,[]
$.liveData.plays.allPlays[*].runners[*].credits[*],object,91,0,[]
$.liveData.plays.allPlays[*].runners[*].credits[*].credit,string,91,0,"[""f_putout"", ""f_fielded_ball"", ""f_assist"", ""f_assist_of"", ""f_fielding_error""]"
$.liveData.plays.allPlays[*].runners[*].credits[*].player,object,91,0,[]
$.liveData.plays.allPlays[*].runners[*].credits[*].player.id,integer,91,0,"[614177, 571976, 622534, 665487, 444482]"
$.liveData.plays.allPlays[*].runners[*].credits[*].player.link,string,91,0,"[""/api/v1/people/614177"", ""/api/v1/people/571976"", ""/api/v1/people/622534"", ""/api/v1/people/665487"", ""/api/v1/people/444482""]"
$.liveData.plays.allPlays[*].runners[*].credits[*].position,object,91,0,[]
$.liveData.plays.allPlays[*].runners[*].credits[*].position.abbreviation,string,91,0,"[""RF"", ""LF"", ""CF"", ""SS"", ""2B""]"
$.liveData.plays.allPlays[*].runners[*].credits[*].position.code,string,91,0,"[""9"", ""7"", ""8"", ""6"", ""4""]"
$.liveData.plays.allPlays[*].runners[*].credits[*].position.name,string,91,0,"[""Outfielder"", ""Shortstop"", ""Second Base"", ""Catcher"", ""First Base""]"
$.liveData.plays.allPlays[*].runners[*].credits[*].position.type,string,91,0,"[""Outfielder"", ""Infielder"", ""Catcher"", ""Pitcher""]"
$.liveData.plays.allPlays[*].runners[*].details,object,113,0,[]
$.liveData.plays.allPlays[*].runners[*].details.earned,boolean,113,0,"[true, false]"
$.liveData.plays.allPlays[*].runners[*].details.event,string,113,0,"[""Home Run"", ""Flyout"", ""Double"", ""Walk"", ""Double Play""]"
$.liveData.plays.allPlays[*].runners[*].details.eventType,string,113,0,"[""home_run"", ""field_out"", ""double"", ""walk"", ""double_play""]"
$.liveData.plays.allPlays[*].runners[*].details.isScoringEvent,boolean,113,0,"[true, false]"
$.liveData.plays.allPlays[*].runners[*].details.movementReason,null|string,113,79,"[null, ""r_adv_force"", ""r_adv_play"", ""r_thrown_out"", ""r_force_out""]"
$.liveData.plays.allPlays[*].runners[*].details.playIndex,integer,113,0,"[5, 0, 2, 3, 1]"
$.liveData.plays.allPlays[*].runners[*].details.rbi,boolean,113,0,"[true, false]"
$.liveData.plays.allPlays[*].runners[*].details.responsiblePitcher,object|null,113,100,[null]
$.liveData.plays.allPlays[*].runners[*].details.responsiblePitcher.id,integer,13,0,"[621381, 572362, 518876, 664208]"
$.liveData.plays.allPlays[*].runners[*].details.responsiblePitcher.link,string,13,0,"[""/api/v1/people/621381"", ""/api/v1/people/572362"", ""/api/v1/people/518876"", ""/api/v1/people/664208""]"
$.liveData.plays.allPlays[*].runners[*].details.runner,object,113,0,[]
$.liveData.plays.allPlays[*].runners[*].details.runner.fullName,string,113,0,"[""Adam Jones"", ""Eduardo Escobar"", ""Wilmer Flores"", ""David Peralta"", ""Christian Walker""]"
$.liveData.plays.allPlays[*].runners[*].details.runner.id,integer,113,0,"[430945, 500871, 527038, 444482, 572233]"
$.liveData.plays.allPlays[*].runners[*].details.runner.link,string,113,0,"[""/api/v1/people/430945"", ""/api/v1/people/500871"", ""/api/v1/people/527038"", ""/api/v1/people/444482"", ""/api/v1/people/572233""]"
$.liveData.plays.allPlays[*].runners[*].details.teamUnearned,boolean,113,0,"[false, true]"
$.liveData.plays.allPlays[*].runners[*].movement,object,113,0,[]
$.liveData.plays.allPlays[*].runners[*].movement.end,string|null,113,54,"[""score"", null, ""2B"", ""3B"", ""1B""]"
$.liveData.plays.allPlays[*].runners[*].movement.isOut,boolean,113,0,"[false, true]"
$.liveData.plays.allPlays[*].runners[*].movement.originBase,null|string,113,79,"[null, ""2B"", ""1B"", ""3B""]"
$.liveData.plays.allPlays[*].runners[*].movement.outBase,null|string,113,59,"[null, ""1B"", ""2B""]"
$.liveData.plays.allPlays[*].runners[*].movement.outNumber,null|integer,113,59,"[null, 1, 2, 3]"
$.liveData.plays.allPlays[*].runners[*].movement.start,null|string,113,79,"[null, ""2B"", ""3B"", ""1B""]"
$.liveData.plays.currentPlay,object,1,0,[]
$.liveData.plays.currentPlay.about,object,1,0,[]
$.liveData.plays.currentPlay.about.atBatIndex,integer,1,0,[78]
$.liveData.plays.currentPlay.about.captivatingIndex,integer,1,0,[14]
$.liveData.plays.currentPlay.about.endTime,string,1,0,"[""2019-04-02T05:15:18.845Z""]"
$.liveData.plays.currentPlay.about.halfInning,string,1,0,"[""bottom""]"
$.liveData.plays.currentPlay.about.hasOut,boolean,1,0,[true]
$.liveData.plays.currentPlay.about.hasReview,boolean,1,0,[false]
$.liveData.plays.currentPlay.about.inning,integer,1,0,[9]
$.liveData.plays.currentPlay.about.isComplete,boolean,1,0,[true]
$.liveData.plays.currentPlay.about.isScoringPlay,boolean,1,0,[false]
$.liveData.plays.currentPlay.about.isTopInning,boolean,1,0,[false]
$.liveData.plays.currentPlay.about.startTime,string,1,0,"[""2019-04-02T05:14:10.514Z""]"
$.liveData.plays.currentPlay.actionIndex,array,1,0,[]
$.liveData.plays.currentPlay.atBatIndex,integer,1,0,[78]
$.liveData.plays.currentPlay.count,object,1,0,[]
$.liveData.plays.currentPlay.count.balls,integer,1,0,[1]
$.liveData.plays.currentPlay.count.outs,integer,1,0,[3]
$.liveData.plays.currentPlay.count.strikes,integer,1,0,[3]
$.liveData.plays.currentPlay.matchup,object,1,0,[]
$.liveData.plays.currentPlay.matchup.batSide,object,1,0,[]
$.liveData.plays.currentPlay.matchup.batSide.code,string,1,0,"[""L""]"
$.liveData.plays.currentPlay.matchup.batSide.description,string,1,0,"[""Left""]"
$.liveData.plays.currentPlay.matchup.batter,object,1,0,[]
$.liveData.plays.currentPlay.matchup.batter.fullName,string,1,0,"[""Greg Garcia""]"
$.liveData.plays.currentPlay.matchup.batter.id,integer,1,0,[594824]
$.liveData.plays.currentPlay.matchup.batter.link,string,1,0,"[""/api/v1/people/594824""]"
$.liveData.plays.currentPlay.matchup.batterHotColdZones,array,1,0,[]
$.liveData.plays.currentPlay.matchup.pitchHand,object,1,0,[]
$.liveData.plays.currentPlay.matchup.pitchHand.code,string,1,0,"[""R""]"
$.liveData.plays.currentPlay.matchup.pitchHand.description,string,1,0,"[""Right""]"
$.liveData.plays.currentPlay.matchup.pitcher,object,1,0,[]
$.liveData.plays.currentPlay.matchup.pitcher.fullName,string,1,0,"[""Jon Duplantier""]"
$.liveData.plays.currentPlay.matchup.pitcher.id,integer,1,0,[641541]
$.liveData.plays.currentPlay.matchup.pitcher.link,string,1,0,"[""/api/v1/people/641541""]"
$.liveData.plays.currentPlay.matchup.pitcherHotColdZones,array,1,0,[]
$.liveData.plays.currentPlay.matchup.splits,object,1,0,[]
$.liveData.plays.currentPlay.matchup.splits.batter,string,1,0,"[""vs_RHP""]"
$.liveData.plays.currentPlay.matchup.splits.menOnBase,string,1,0,"[""Empty""]"
$.liveData.plays.currentPlay.matchup.splits.pitcher,string,1,0,"[""vs_LHB""]"
$.liveData.plays.currentPlay.pitchIndex,array,1,0,[]
$.liveData.plays.currentPlay.pitchIndex[*],integer,4,0,"[0, 1, 2, 3]"
$.liveData.plays.currentPlay.playEndTime,string,1,0,"[""2019-04-02T05:15:18.845Z""]"
$.liveData.plays.currentPlay.playEvents,array,1,0,[]
$.liveData.plays.currentPlay.playEvents[*],object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].count,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].count.balls,integer,4,0,[1]
$.liveData.plays.currentPlay.playEvents[*].count.outs,integer,4,0,[2]
$.liveData.plays.currentPlay.playEvents[*].count.strikes,integer,4,0,"[0, 1, 2, 3]"
$.liveData.plays.currentPlay.playEvents[*].details,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].details.ballColor,string,4,0,"[""rgba(39, 161, 39, 1.0)"", ""rgba(170, 21, 11, 1.0)""]"
$.liveData.plays.currentPlay.playEvents[*].details.call,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].details.call.code,string,4,0,"[""B"", ""C"", ""F""]"
$.liveData.plays.currentPlay.playEvents[*].details.call.description,string,4,0,"[""Ball"", ""Called Strike"", ""Foul""]"
$.liveData.plays.currentPlay.playEvents[*].details.code,string,4,0,"[""B"", ""C"", ""F""]"
$.liveData.plays.currentPlay.playEvents[*].details.description,string,4,0,"[""Ball"", ""Called Strike"", ""Foul""]"
$.liveData.plays.currentPlay.playEvents[*].details.hasReview,boolean,4,0,[false]
$.liveData.plays.currentPlay.playEvents[*].details.isBall,boolean,4,0,"[true, false]"
$.liveData.plays.currentPlay.playEvents[*].details.isInPlay,boolean,4,0,[false]
$.liveData.plays.currentPlay.playEvents[*].details.isOut,boolean,4,0,"[false, true]"
$.liveData.plays.currentPlay.playEvents[*].details.isStrike,boolean,4,0,"[false, true]"
$.liveData.plays.currentPlay.playEvents[*].details.trailColor,string,4,0,"[""rgba(50, 0, 221, 1.0)"", ""rgba(153, 171, 0, 1.0)"", ""rgba(188, 0, 33, 1.0)""]"
$.liveData.plays.currentPlay.playEvents[*].details.type,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].details.type.code,string,4,0,"[""SI"", ""KC"", ""FF""]"
$.liveData.plays.currentPlay.playEvents[*].details.type.description,string,4,0,"[""Sinker"", ""Knuckle Curve"", ""Four-Seam Fastball""]"
$.liveData.plays.currentPlay.playEvents[*].endTime,string,4,0,"[""2019-04-02T05:14:25.692Z"", ""2019-04-02T05:14:39.840Z"", ""2019-04-02T05:14:56.957Z"", ""2019-04-02T05:15:18.845Z""]"
$.liveData.plays.currentPlay.playEvents[*].index,integer,4,0,"[0, 1, 2, 3]"
$.liveData.plays.currentPlay.playEvents[*].isPitch,boolean,4,0,[true]
$.liveData.plays.currentPlay.playEvents[*].pitchData,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakAngle,number,4,0,"[39.6, 37.2, 8.4, 28.8]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakHorizontal,number,4,0,"[17.4, 17.2, -8.9, 7.9]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakLength,number,4,0,"[6.0, 13.2, 3.6]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakVertical,number,4,0,"[-21.1, -22.6, -58.4, -14.8]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakVerticalInduced,number,4,0,"[9.6, 8.8, -13.4, 15.5]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.breakY,number,4,0,[24.0]
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.spinDirection,integer,4,0,"[240, 243, 33, 207]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.breaks.spinRate,integer,4,0,"[2071, 2109, 2420, 2241]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates,object,4,0,[]
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.aX,number,4,0,"[-19.3463082267433, -19.5793990620361, 5.96346384210572, -10.2005904672998]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.aY,number,4,0,"[30.8129313955276, 31.4764339119438, 23.1689702499563, 28.6822333458514]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.aZ,number,4,0,"[-20.8340112126847, -22.9042501243817, -42.0810609300582, -14.597468139544]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.pX,number,4,0,"[-0.998531787941481, 0.194314023786759, 0.237537499863821, 1.0014882329359]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.pZ,number,4,0,"[1.53436571620437, 3.09811328773811, 1.5834118816699, 2.36912081100233]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.pfxX,number,4,0,"[-10.429942807908576, -10.673672352905939, 4.625356590528912, -5.423816347536528]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.pfxZ,number,4,0,"[6.11361814091832, 5.05341307604364, -7.684035015232032, 9.34574763142458]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.vX0,number,4,0,"[4.72835136452331, 7.56361609891057, 2.00247830230747, 8.13456126175585]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.vY0,number,4,0,"[-135.625700876303, -135.096683194549, -113.537344362298, -136.003856993475]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.vZ0,number,4,0,"[-6.13143277134321, -1.81081549488626, 0.0632198816811846, -5.40394750057819]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.x,number,4,0,"[155.07, 109.59, 107.95, 78.83]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.x0,number,4,0,"[-1.41360374115603, -1.26559659659212, -1.25999698034891, -1.31788541603573]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.y,number,4,0,"[197.38, 155.11, 195.93, 174.81]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.y0,number,4,0,"[50.0, 50.0000000000001, 49.9999999999999]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.coordinates.z0,number,4,0,"[5.28621696738836, 5.39904923769247, 5.78596355542549, 5.38721160221271]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.endSpeed,number,4,0,"[85.2, 84.3, 71.6, 85.8]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.extension,number,4,0,"[7.04162146622011, 6.92928711925189, 6.60038862382468, 7.20345099828555]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.plateTime,number,4,0,"[0.399541305263892, 0.402447107683448, 0.482650132800109, 0.395973343601477]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.startSpeed,number,4,0,"[93.2, 92.8, 78.0, 93.4]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.strikeZoneBottom,number,4,0,"[1.672703632395116, 1.6048547805201139, 1.535, 1.5037759307877572]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.strikeZoneTop,number,4,0,"[3.536482453403309, 3.5856578636919174, 3.371, 3.3612997470586023]"
$.liveData.plays.currentPlay.playEvents[*].pitchData.typeConfidence,number,4,0,[2.0]
$.liveData.plays.currentPlay.playEvents[*].pitchData.zone,integer,4,0,"[13, 2, 8, 14]"
$.liveData.plays.currentPlay.playEvents[*].pitchNumber,integer,4,0,"[1, 2, 3, 4]"
$.liveData.plays.currentPlay.playEvents[*].playId,string,4,0,"[""d4748e0f-4d4d-41ef-b8a9-8162828b6386"", ""d9ca3fbf-3c04-4d04-89cb-2d8e6f7d6579"", ""2211326c-96c5-4089-beff-238afe57f9cd"", ""403e4d6a-4684-4ecf-b01d-22eee527cd95""]"
$.liveData.plays.currentPlay.playEvents[*].startTime,string,4,0,"[""2019-04-02T05:14:20.654Z"", ""2019-04-02T05:14:34.735Z"", ""2019-04-02T05:14:50.717Z"", ""2019-04-02T05:15:12.105Z""]"
$.liveData.plays.currentPlay.playEvents[*].type,string,4,0,"[""pitch""]"
$.liveData.plays.currentPlay.result,object,1,0,[]
$.liveData.plays.currentPlay.result.awayScore,integer,1,0,[10]
$.liveData.plays.currentPlay.result.description,string,1,0,"[""Greg Garcia called out on strikes.""]"
$.liveData.plays.currentPlay.result.event,string,1,0,"[""Strikeout""]"
$.liveData.plays.currentPlay.result.eventType,string,1,0,"[""strikeout""]"
$.liveData.plays.currentPlay.result.homeScore,integer,1,0,[3]
$.liveData.plays.currentPlay.result.isOut,boolean,1,0,[true]
$.liveData.plays.currentPlay.result.rbi,integer,1,0,[0]
$.liveData.plays.currentPlay.result.type,string,1,0,"[""atBat""]"
$.liveData.plays.currentPlay.runnerIndex,array,1,0,[]
$.liveData.plays.currentPlay.runnerIndex[*],integer,1,0,[0]
$.liveData.plays.currentPlay.runners,array,1,0,[]
$.liveData.plays.currentPlay.runners[*],object,1,0,[]
$.liveData.plays.currentPlay.runners[*].credits,array,1,0,[]
$.liveData.plays.currentPlay.runners[*].credits[*],object,1,0,[]
$.liveData.plays.currentPlay.runners[*].credits[*].credit,string,1,0,"[""f_putout""]"
$.liveData.plays.currentPlay.runners[*].credits[*].player,object,1,0,[]
$.liveData.plays.currentPlay.runners[*].credits[*].player.id,integer,1,0,[488671]
$.liveData.plays.currentPlay.runners[*].credits[*].player.link,string,1,0,"[""/api/v1/people/488671""]"
$.liveData.plays.currentPlay.runners[*].credits[*].position,object,1,0,[]
$.liveData.plays.currentPlay.runners[*].credits[*].position.abbreviation,string,1,0,"[""C""]"
$.liveData.plays.currentPlay.runners[*].credits[*].position.code,string,1,0,"[""2""]"
$.liveData.plays.currentPlay.runners[*].credits[*].position.name,string,1,0,"[""Catcher""]"
$.liveData.plays.currentPlay.runners[*].credits[*].position.type,string,1,0,"[""Catcher""]"
$.liveData.plays.currentPlay.runners[*].details,object,1,0,[]
